region,kommune,kommune_kode,afstemningsområde,afstemningsområde_dagi_id,frigivelsestidspunkt,godkendelsestidspunkt,resultat_art,total_gyldige_stemmer,total_afgivne_stemmer,parti,parti_id,parti_bogstav,stemmer,listestemmer,difference_forrige_valg
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,32,14.0,0.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,38,29.0,17.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,46,28.0,
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,3,0.0,-8.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,170,64.0,-69.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,77,33.0,19.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,84,66.0,-2.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,2,0.0,
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,9,5.0,3.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,39,31.0,30.0
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,9,4.0,
Midtjylland,Odder Kommune,727,Hundslund,704986,2025-11-19 10:41:47,,Fintælling,717,753,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,66,41.0,3.0
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Det Konservative Folkeparti,6722f494-8939-47d9-823c-6b19640de8cd,C,40,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Liberal Alliance,c13eb02f-c7dc-462f-83e8-360308e1b580,I,60,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Bylisten,287686fd-375d-4e20-a74e-1e31a266c06a,L,4,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Kristendemokraterne,8817c9d8-9fc0-4c3c-b949-d6ffbbf939df,K,3,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Socialdemokratiet,154ee9c2-00cb-4a83-9495-63e0b1e508e6,A,206,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Radikale Venstre,82ef776d-6533-4180-abc5-dce24ee8e9d7,B,38,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,SF - Socialistisk Folkeparti,c1332412-fb2a-4503-aae7-5e1a0b34593e,F,57,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Demokraterne - hele Danmark skal leve,e1f31f51-726b-40ae-8e28-3d0b3775492d,J,3,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Moderaterne,0e5f3e0b-47bb-408b-b392-da5f71efff4f,M,13,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Nyt Sjælland,15c6a9ea-3fe0-4b1e-9792-75389ad9fab5,N,3,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Dansk Folkeparti,4ddf68c4-a82c-4d15-9755-6af165bef904,O,166,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,DKP - Kommunisterne,7ded8b35-95ad-4fb8-8f54-07ed0aef97b1,P,0,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Kommunistisk Parti,c995a6fd-7cd8-40b9-ae4e-0f60b4b43419,R,0,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,"Alliancen for Børnene, Ungdommen og Fremtiden",fd504b0a-00c0-4731-8fed-b054fc6e40c4,U,0,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Sydhavslisten,0bb749f4-c68d-41f0-bc4c-c01a632129ec,T,0,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Danmarksdemokraterne - Inger Støjberg,b09ff3ea-486a-4b81-9d06-6bb32621336e,Æ,94,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,"Venstre, Danmarks Liberale Parti",7a39ffb2-1764-4237-8e11-838fc16642a9,V,275,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Enhedslisten - De Rød-Grønne,ba378cab-6232-40a8-a3ba-bfb8dd9295e6,Ø,30,,
Østdanmark,Slagelse,330,Slots Bjergby - Hashøjskolen,748430,2025-11-18 22:47:54,,ForeløbigOptælling,995,1060,Alternativet,7a6fe3c3-54f8-43ce-82cd-017277f00f41,Å,3,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Dansk Folkeparti,4ddf68c4-a82c-4d15-9755-6af165bef904,O,526,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Socialdemokratiet,154ee9c2-00cb-4a83-9495-63e0b1e508e6,A,1000,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Radikale Venstre,82ef776d-6533-4180-abc5-dce24ee8e9d7,B,429,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,SF - Socialistisk Folkeparti,c1332412-fb2a-4503-aae7-5e1a0b34593e,F,573,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Sydhavslisten,0bb749f4-c68d-41f0-bc4c-c01a632129ec,T,2,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Liberal Alliance,c13eb02f-c7dc-462f-83e8-360308e1b580,I,182,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Moderaterne,0e5f3e0b-47bb-408b-b392-da5f71efff4f,M,82,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Alternativet,7a6fe3c3-54f8-43ce-82cd-017277f00f41,Å,28,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Det Konservative Folkeparti,6722f494-8939-47d9-823c-6b19640de8cd,C,446,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,"Venstre, Danmarks Liberale Parti",7a39ffb2-1764-4237-8e11-838fc16642a9,V,185,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Danmarksdemokraterne - Inger Støjberg,b09ff3ea-486a-4b81-9d06-6bb32621336e,Æ,95,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Enhedslisten - De Rød-Grønne,ba378cab-6232-40a8-a3ba-bfb8dd9295e6,Ø,260,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Bylisten,287686fd-375d-4e20-a74e-1e31a266c06a,L,9,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Kristendemokraterne,8817c9d8-9fc0-4c3c-b949-d6ffbbf939df,K,9,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,DKP - Kommunisterne,7ded8b35-95ad-4fb8-8f54-07ed0aef97b1,P,4,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Nyt Sjælland,15c6a9ea-3fe0-4b1e-9792-75389ad9fab5,N,0,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Demokraterne - hele Danmark skal leve,e1f31f51-726b-40ae-8e28-3d0b3775492d,J,5,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,Kommunistisk Parti,c995a6fd-7cd8-40b9-ae4e-0f60b4b43419,R,2,,
Østdanmark,Hvidovre,167,Avedøre Skole,702080,2025-11-19 11:21:38,,ForeløbigOptælling,3840,3991,"Alliancen for Børnene, Ungdommen og Fremtiden",fd504b0a-00c0-4731-8fed-b054fc6e40c4,U,3,,
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,67,,54.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,246,,-72.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,115,,44.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,1,,
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,93,,
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,40,,7.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,61,,6.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,10,,-38.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,4,,-4.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,9,,
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,182,,-115.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,10,,8.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,81,,46.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,5,,
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,53,,-13.0
Midtjylland,Horsens,615,Søvind,712020,2025-11-18 22:29:06,,ForeløbigOptælling,1008,1060,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,31,,4.0
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,SF - Socialistisk Folkeparti,c1332412-fb2a-4503-aae7-5e1a0b34593e,F,717,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Det Konservative Folkeparti,6722f494-8939-47d9-823c-6b19640de8cd,C,319,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Socialdemokratiet,154ee9c2-00cb-4a83-9495-63e0b1e508e6,A,1040,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Radikale Venstre,82ef776d-6533-4180-abc5-dce24ee8e9d7,B,729,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Liberal Alliance,c13eb02f-c7dc-462f-83e8-360308e1b580,I,164,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Bylisten,287686fd-375d-4e20-a74e-1e31a266c06a,L,9,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Danmarksdemokraterne - Inger Støjberg,b09ff3ea-486a-4b81-9d06-6bb32621336e,Æ,71,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Dansk Folkeparti,4ddf68c4-a82c-4d15-9755-6af165bef904,O,348,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,DKP - Kommunisterne,7ded8b35-95ad-4fb8-8f54-07ed0aef97b1,P,7,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Enhedslisten - De Rød-Grønne,ba378cab-6232-40a8-a3ba-bfb8dd9295e6,Ø,727,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Moderaterne,0e5f3e0b-47bb-408b-b392-da5f71efff4f,M,118,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,"Venstre, Danmarks Liberale Parti",7a39ffb2-1764-4237-8e11-838fc16642a9,V,248,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Alternativet,7a6fe3c3-54f8-43ce-82cd-017277f00f41,Å,96,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Kristendemokraterne,8817c9d8-9fc0-4c3c-b949-d6ffbbf939df,K,9,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Demokraterne - hele Danmark skal leve,e1f31f51-726b-40ae-8e28-3d0b3775492d,J,3,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Nyt Sjælland,15c6a9ea-3fe0-4b1e-9792-75389ad9fab5,N,6,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Kommunistisk Parti,c995a6fd-7cd8-40b9-ae4e-0f60b4b43419,R,8,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,Sydhavslisten,0bb749f4-c68d-41f0-bc4c-c01a632129ec,T,4,,
Østdanmark,Gladsaxe,159,Grønnemose,710060,2025-11-18 23:16:26,,ForeløbigOptælling,4628,4781,"Alliancen for Børnene, Ungdommen og Fremtiden",fd504b0a-00c0-4731-8fed-b054fc6e40c4,U,5,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Kristendemokraterne,8817c9d8-9fc0-4c3c-b949-d6ffbbf939df,K,19,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Socialdemokratiet,154ee9c2-00cb-4a83-9495-63e0b1e508e6,A,1165,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Det Konservative Folkeparti,6722f494-8939-47d9-823c-6b19640de8cd,C,1000,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Radikale Venstre,82ef776d-6533-4180-abc5-dce24ee8e9d7,B,1050,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Dansk Folkeparti,4ddf68c4-a82c-4d15-9755-6af165bef904,O,292,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,SF - Socialistisk Folkeparti,c1332412-fb2a-4503-aae7-5e1a0b34593e,F,1001,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Moderaterne,0e5f3e0b-47bb-408b-b392-da5f71efff4f,M,144,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Danmarksdemokraterne - Inger Støjberg,b09ff3ea-486a-4b81-9d06-6bb32621336e,Æ,29,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Enhedslisten - De Rød-Grønne,ba378cab-6232-40a8-a3ba-bfb8dd9295e6,Ø,999,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Nyt Sjælland,15c6a9ea-3fe0-4b1e-9792-75389ad9fab5,N,12,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Demokraterne - hele Danmark skal leve,e1f31f51-726b-40ae-8e28-3d0b3775492d,J,0,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Kommunistisk Parti,c995a6fd-7cd8-40b9-ae4e-0f60b4b43419,R,7,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,DKP - Kommunisterne,7ded8b35-95ad-4fb8-8f54-07ed0aef97b1,P,8,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,"Alliancen for Børnene, Ungdommen og Fremtiden",fd504b0a-00c0-4731-8fed-b054fc6e40c4,U,5,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Bylisten,287686fd-375d-4e20-a74e-1e31a266c06a,L,4,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Liberal Alliance,c13eb02f-c7dc-462f-83e8-360308e1b580,I,407,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Alternativet,7a6fe3c3-54f8-43ce-82cd-017277f00f41,Å,202,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,Sydhavslisten,0bb749f4-c68d-41f0-bc4c-c01a632129ec,T,2,,
Østdanmark,København,101,1. Østerbro,707732,2025-11-19 02:36:32,,ForeløbigOptælling,6787,6940,"Venstre, Danmarks Liberale Parti",7a39ffb2-1764-4237-8e11-838fc16642a9,V,441,,
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Socialdemokratiet,afdc13e1-5f9b-4951-8dcd-9b283ff1a571,A,77,,-57.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Radikale Venstre,0d9fdb37-ca91-46de-914e-692d8a7ff0ee,B,12,,-4.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Det Konservative Folkeparti,beb4965d-9374-4df6-b1d2-da2f0dcd4646,C,13,,-47.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Nye Borgerlige,811fea19-698f-4880-8fe3-cd00e14f3565,D,11,,-29.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,SF - Socialistisk Folkeparti,2d10753b-eb67-4f05-bec0-c52fde0104dc,F,29,,3.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Liberal Alliance,f4f2e042-70b2-4081-82e3-16a65b00984b,I,50,,42.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Kristendemokraterne,4ce30cdb-e421-44a8-9cdf-6db609614bef,K,91,,-19.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,"Venstre, Danmarks Liberale Parti",bea5ae93-abff-45ed-9b10-28a32f8ccb59,V,118,,-95.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Moderaterne,45c5e877-2238-448a-8a4b-faf442550223,M,6,,
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Psykiatri-Listen,501cefe2-2544-4fa3-aee0-3dfc4e041e3c,P,9,,5.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Velfærdsdemokraterne,b13fd0c4-2e9d-43eb-8165-b79f6c21d217,Y,0,,
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Danmarksdemokraterne - Inger Støjberg,3b9d4d6f-a9b7-4d01-9561-6335ed844eec,Æ,200,,
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Dansk Folkeparti,bc022157-aeb0-499f-8a39-132c0834a71f,O,17,,-34.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Folkelisten for fred og velfærd,31674cdc-2843-40b3-8a40-5fa0753de3e0,R,0,,
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Enhedslisten - De Rød-Grønne,bb6cfd0e-d249-48cb-a6ae-ad1b305b892c,Ø,11,,-1.0
Midtjylland,Ringkøbing-Skjern,760,Stauning,709682,2025-11-18 21:40:22,,ForeløbigOptælling,645,682,Alternativet,e530cc9e-e565-4f8f-beef-5b0d34b6b08a,Å,1,,-3.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,SF - Socialistisk Folkeparti,12f2ba8d-befa-4a54-847f-c3818421d776,F,23,,16.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Liberal Alliance,cea9e070-0fe1-4843-8211-73fe15172325,I,21,,21.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Danmarksdemokraterne - Inger Støjberg,c59ea662-de1f-46c6-a4c8-caf96a0029e7,Æ,77,,
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Enhedslisten - De Rød-Grønne,8dc24073-b028-4175-a7b2-de0edb754c71,Ø,7,,3.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Socialdemokratiet,84778cba-8dad-4c9d-aff6-059fabdf9c58,A,80,,-8.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Radikale Venstre,11e30f27-de6f-4886-bac6-3aa85d482dcf,B,14,,1.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Det Konservative Folkeparti,c736890d-f90c-4a65-9f42-e9bf1e50ebd9,C,16,,-22.0
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Borgerlig Fornuft,94241133-53e0-47da-9b59-7f10479bc166,E,3,,
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Moderaterne,49c79c14-24ab-4deb-a8e1-eec3e20c04ec,M,4,,
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,KristenDemokraterne,f299e805-58a9-48ff-a86b-0dceb91b3b9f,K,0,,
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Kommunistisk Parti,9cd4c272-790e-42cf-bd53-0b4f853b74e0,R,0,,
Syddanmark,Varde,573,Tinghøj,709048,2025-11-18 21:28:20,,ForeløbigOptælling,453,472,Dansk Folkeparti,52dc336d-fff3-45e8-a12d-96d049b73956,O,46,,29.0
